arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
411,412,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
412,411,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
412,413,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
413,412,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
413,401,536185961,117869001,1772436696,15650719,345258537,124298292,97937746,28095587,314309645,6146333,56377890,4674613,66600285,75928323,575004918
414,459,460402839,101209704,1521925126,13438687,296460598,106730296,84095481,24124630,269885942,5277626,48409587,4013915,57187175,65196813,493735226
414,354,811205356,178326125,2681551263,23678253,522347833,188053115,148171772,42506318,475524699,9298898,85295122,7072306,100760765,114873322,869935253
414,415,944436974,207614243,3121966764,27567148,608137758,218938785,172507367,49487517,553624437,10826140,99303914,8233855,117309621,133740011,1012812615
415,414,944436974,207614243,3121966764,27567148,608137758,218938785,172507367,49487517,553624437,10826140,99303914,8233855,117309621,133740011,1012812615
415,416,944436974,207614243,3121966764,27567148,608137758,218938785,172507367,49487517,553624437,10826140,99303914,8233855,117309621,133740011,1012812615
416,417,809983048,178057427,2677510753,23642575,521560769,187769760,147948510,42442271,474808188,9284886,85166600,7061650,100608941,114700233,868624451
416,415,944436974,207614243,3121966764,27567148,608137758,218938785,172507367,49487517,553624437,10826140,99303914,8233855,117309621,133740011,1012812615
417,416,809983048,178057427,2677510753,23642575,521560769,187769760,147948510,42442271,474808188,9284886,85166600,7061650,100608941,114700233,868624451
417,418,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
418,417,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
418,419,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
419,418,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
419,420,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
420,419,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
420,421,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
421,420,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
421,422,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
422,421,674510531,148276695,2229687652,19688271,434327894,156364606,123203601,35343651,395394847,7731956,70922187,5880564,83781741,95516215,723343953
422,423,342246358,75235532,1131342572,9989820,220377789,79339335,62513455,17933353,200623178,3923191,35985887,2983795,42510820,48464887,367024416
423,422,342246358,75235532,1131342572,9989820,220377789,79339335,62513455,17933353,200623178,3923191,35985887,2983795,42510820,48464887,367024416
423,340,36872970,8105732,121888693,1076284,23743083,8547868,6735080,1932105,21614759,422677,3877051,321468,4580034,5221514,39542511
424,425,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
424,368,1059945120,233006236,3503794882,30938712,682515262,245715810,193605659,55540024,621334759,12150217,111449151,9240886,131657022,150096910,1136683355
425,424,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
425,426,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
426,425,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
426,427,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
427,426,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
427,428,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
428,427,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
428,429,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
429,428,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
429,430,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
430,354,838707296,184371838,2772462719,24481007,540056762,194428597,153195175,43947391,491646205,9614154,88186845,7312075,104176814,118767822,899428286
430,429,1135524524,249620749,3753633033,33144798,731182024,263236580,207410713,59500306,665639045,13016589,119396034,9899808,141044829,160799573,1217734581
431,432,173567796,38155163,573752304,5066266,111763022,40236377,31703252,9094772,101744611,1989618,18249985,1513210,21559058,24578621,186133811
431,369,152788552,33587291,505063648,4459741,98382941,35419346,27907792,8005961,89563918,1751424,16065128,1332051,18978044,21636110,163850185
432,431,173567796,38155163,573752304,5066266,111763022,40236377,31703252,9094772,101744611,1989618,18249985,1513210,21559058,24578621,186133811
432,433,96154929,21137602,317853389,2806663,61915664,22290575,17563304,5038418,56365559,1102230,10110320,838304,11943516,13616325,103116383
433,432,96154929,21137602,317853389,2806663,61915664,22290575,17563304,5038418,56365559,1102230,10110320,838304,11943516,13616325,103116383
433,434,72319915,15897984,239063460,2110944,46567925,16765157,13209688,3789488,42393588,829007,7604160,630504,8982941,10241092,77555754
434,396,124471741,27362446,411458518,3633202,80149303,28854960,22735548,6522190,72964739,1426827,13087724,1085178,15460780,17626218,133483284
434,433,72319915,15897984,239063460,2110944,46567925,16765157,13209688,3789488,42393588,829007,7604160,630504,8982941,10241092,77555754
435,436,326763785,71832020,1080162789,9537900,210408318,75750174,59685465,17122083,191547367,3745713,34357954,2848814,40587711,46272428,350420930
435,439,345505847,75952061,1142117263,10084961,222476626,80094948,63108821,18104147,202533875,3960555,36328610,3012212,42915685,48926457,370519886
436,435,326763785,71832020,1080162789,9537900,210408318,75750174,59685465,17122083,191547367,3745713,34357954,2848814,40587711,46272428,350420930
436,437,374841249,82400821,1239089483,10941232,241366150,86895462,68467117,19641292,219730147,4296828,39413115,3267966,46559469,53080591,401979122
437,369,422918714,92969622,1398016178,12344564,272323983,98040750,77248769,22160501,247912927,4847943,44468275,3687119,52531228,59888753,453537314
437,436,374841249,82400821,1239089483,10941232,241366150,86895462,68467117,19641292,219730147,4296828,39413115,3267966,46559469,53080591,401979122
438,439,393175876,86431296,1299697121,11476401,253172103,91145784,71816052,20602007,230477817,4506999,41340930,3427813,48836835,55676924,421641144
438,445,258518231,56829697,854567692,7545882,166463937,59929533,47219984,13546087,151542150,2963410,27182197,2253831,32110851,36608298,277234514
439,438,393175876,86431296,1299697121,11476401,253172103,91145784,71816052,20602007,230477817,4506999,41340930,3427813,48836835,55676924,421641144
439,435,345505847,75952061,1142117263,10084961,222476626,80094948,63108821,18104147,202533875,3960555,36328610,3012212,42915685,48926457,370519886
440,443,1121060541,246441152,3705820341,32722609,721868439,259883549,204768776,58742408,657160327,12850787,117875202,9773707,139248240,158751354,1202223430
440,444,1411155074,310212223,4664767855,41190171,908664851,327133081,257756371,73943061,827212354,16176159,148377526,12302829,175281222,199831116,1513320316
441,601,930787864,204613779,3076847745,27168744,599348882,215774656,170014271,48772318,545623393,10669680,97868762,8114858,115614249,131807185,998175332
441,442,930787864,204613779,3076847745,27168744,599348882,215774656,170014271,48772318,545623393,10669680,97868762,8114858,115614249,131807185,998175332
442,441,930787864,204613779,3076847745,27168744,599348882,215774656,170014271,48772318,545623393,10669680,97868762,8114858,115614249,131807185,998175332
442,443,1331297590,292657265,4400787921,38859213,857243367,308620569,243169898,69758612,780400279,15260748,139980819,11606610,165362030,188522642,1427681285
442,609,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
443,440,1121060541,246441152,3705820341,32722609,721868439,259883549,204768776,58742408,657160327,12850787,117875202,9773707,139248240,158751354,1202223430
443,442,1331297590,292657265,4400787921,38859213,857243367,308620569,243169898,69758612,780400279,15260748,139980819,11606610,165362030,188522642,1427681285
444,440,1411155074,310212223,4664767855,41190171,908664851,327133081,257756371,73943061,827212354,16176159,148377526,12302829,175281222,199831116,1513320316
444,445,1644004828,361399255,5434484855,47986817,1058600455,381112164,300287847,86144146,963707767,18845331,172860782,14332876,204203762,232804549,1763027999
445,438,258518231,56829697,854567692,7545882,166463937,59929533,47219984,13546087,151542150,2963410,27182197,2253831,32110851,36608298,277234514
445,444,1644004828,361399255,5434484855,47986817,1058600455,381112164,300287847,86144146,963707767,18845331,172860782,14332876,204203762,232804549,1763027999
445,447,1248791772,274520128,4128053551,36450953,804116578,289494122,228099690,65435392,732035763,14314978,131305649,10887302,155113886,176839143,1339202185
445,641,479756055,105464094,1585899855,14003588,308922437,111216746,87630468,25138719,281230705,5499473,50444503,4182642,59591060,67937386,514489583
446,449,1733437061,381059016,5730115443,50597253,1116187270,401844288,316623208,90830303,1016132514,19870498,182264237,15112570,215312244,245468885,1858934974
446,452,1650931243,362921879,5457381073,48188992,1063060481,382717841,301553000,86507083,967767998,18924729,173589068,14393262,205064100,233785386,1770455874
446,453,183549981,40349532,606749796,5357636,118190707,42550441,33526561,9617828,107596121,2104045,19299574,1600238,22798957,25992180,196838689
447,445,1248791772,274520128,4128053551,36450953,804116578,289494122,228099690,65435392,732035763,14314978,131305649,10887302,155113886,176839143,1339202185
447,448,1248791772,274520128,4128053551,36450953,804116578,289494122,228099690,65435392,732035763,14314978,131305649,10887302,155113886,176839143,1339202185
448,447,1248791772,274520128,4128053551,36450953,804116578,289494122,228099690,65435392,732035763,14314978,131305649,10887302,155113886,176839143,1339202185
448,450,1311129501,288223743,4334119520,38270527,844256819,303945215,239486069,68701825,768577842,15029560,137860222,11430779,162856928,185666676,1406053061
449,446,1733437061,381059016,5730115443,50597253,1116187270,401844288,316623208,90830303,1016132514,19870498,182264237,15112570,215312244,245468885,1858934974
449,450,1917190761,421453332,6337538658,55960835,1234509155,444441955,350186980,100458806,1123848053,21976878,201585231,16714584,238136506,271489914,2055992131
450,448,1311129501,288223743,4334119520,38270527,844256819,303945215,239486069,68701825,768577842,15029560,137860222,11430779,162856928,185666676,1406053061
450,449,1917190761,421453332,6337538658,55960835,1234509155,444441955,350186980,100458806,1123848053,21976878,201585231,16714584,238136506,271489914,2055992131
450,635,543519812,119481191,1796679751,15864786,349980918,125998420,99277320,28479874,318608714,6230401,57149016,4738551,67511231,76966857,582869727
451,686,941584921,206987281,3112538909,27483899,606301276,218277623,171986422,49338072,551952577,10793447,99004031,8208990,116955364,133336137,1009754078
